project_id,owner_id,user_id,Time_Create,Time_Meb0,Time_Meb1,Time_Cmt0,Time_Cmt1,project_language,Tech_lang,Project_Member,Project_Commit_Count,Project_Size,Open_Issues_Count,Forks,Watchers,Network_Count,Stargazers_Count,has_star_developer,Successful_Onboarding
92173,69,84,59,0,0,125,2309892,Java,5,8,54,66,3,3,4,7,96,1,1
93646,59197,288102,120,0,2392477,315820,2196546,C++,1,16,1323,109044,101,101,178,364,43,1,1
96783,63487,295144,297159,297279,253998,297279,2523828,Python,1,7,294,15643,1,1,4,6,8,1,0
106900,5954,8752,120,0,358101,687208,2172561,Python,82,149,320,752,2,2,9,3,166,1,1
112001,15036,198487,120,0,0,50370,2107292,C++,1,12,379,32556,98,98,1080,436,73,1,1
113025,53280,352428,59,0,2454449,9115,2633344,PHP,9,15,78,174,4,4,21,73,31,1,0
115565,5954,14036,120,0,355442,1277776,2117491,Python,81,149,279,726,8,8,5,3,167,1,0
120098,64806,335128,685280,685340,0,323839,3399280,Python,1,7,608,22663,30,30,86,406,44,1,1
122385,338810,465127,388713,388773,0,533451,2416379,C++,1,6,227,94220,21,21,78,140,34,1,1
122676,154677,55840,119,0,1124812,119,2157479,Java,3,9,226,877,19,19,63,43,37,1,0
122816,1722,6003,119,0,383159,698207,3260953,Python,1,37,13,,,,,,,1,0
125032,5954,8730,120,0,586230,1195426,2098910,Python,82,234,908,15847,3,3,36,12,165,1,0
127097,15530,15620,60,0,2871363,420496,2129886,PHP,9,13,280,497,0,0,47,170,22,1,1
128007,243946,243957,120,0,795174,259461,2098768,Ruby,1,9,2627,24603,54,54,45,106,22,1,1
128150,4836,27964,59,0,359524,61,2997888,PHP,8,18,222,200,0,0,4,14,38,1,1
128524,4065,4086,119,0,0,51601,4087247,Ruby,2,18,215,1185,0,0,29,14,4,1,1
131027,1962,80943,59,0,526332,0,2107493,Python,58,322,739,925,12,12,11,10,113,1,1
134928,357191,2268978,1078051,1078171,1110098,686642,3116987,C#,1,12,115,,,,,,,1,1
135384,357820,168627,59,0,1792215,64,2246638,PHP,1,7,228,1079,0,0,67,21,28,1,1
135818,101969,116858,119,0,161340,1196,3553863,JavaScript,1,11,1060,9926,2,2,9,7,21,1,1
136054,11828,46486,120,0,203922,334294,2102224,Ruby,3,6,404,857,2,2,17,95,12,1,0
141737,1177,1463,60,0,68942,352066,3440730,Ruby,24,29,15,136,1,1,18,12,50,1,0
144657,1146,61269,119,0,3511299,631844,3931976,Python,5,27,326,17699,2,2,8,15,13,1,0
145091,5954,8766,120,0,596613,1570093,2181731,Python,81,236,360,604,3,3,11,3,171,1,0
146912,1962,77250,60,0,183952,626619,3097682,Python,81,255,173,230,8,8,7,3,117,1,0
152921,5954,77207,120,0,599265,1393551,2122257,Python,81,234,774,2732,55,55,43,18,164,1,0
155583,44200,350415,542748,542808,2245806,90615,3614552,JavaScript,1,27,376,15482,20,20,104,332,39,1,1
156699,172695,172723,59,0,261285,20,2113579,Java,1,16,1411,19923,8,8,70,151,41,1,1
161254,1962,467563,119,0,597586,1,2131608,Python,8,420,3694,7565,80,80,55,46,116,1,0
161254,1962,576068,187216,187336,410249,187335,2131608,Python,14,420,3694,7565,80,80,55,46,116,1,1
164170,71582,125175,119,0,1234073,651,2491597,Ruby,3,29,444,430,0,0,6,9,46,1,1
169719,26162,46345,59,0,606021,98043,3699721,Python,3,65,151,178,0,0,3,14,110,1,1
174722,404254,277869,4419,4539,0,5948819,2114437,C,1,34,10921,103004,901,901,580,4284,154,1,1
193612,418209,418213,60,0,159741,29,2342248,PHP,1,9,98,135,6,6,27,58,20,1,0
213856,11929,432240,29868,29928,2874123,29924,2377726,Ruby,1,22,564,376,4,4,1,18,36,1,0
216372,149654,39844,60,0,14723,521714,4931243,PHP,1,9,788,25140,0,0,13,14,10,1,1
234674,5954,8754,120,0,350799,208341,2097605,Python,82,149,1127,4516,9,9,25,7,161,1,0
234674,5954,77283,120,0,350799,208341,2097605,Python,81,149,1127,4516,9,9,25,7,161,1,1
269532,5954,45258,120,0,591968,1109124,2173244,Python,81,234,633,1131,7,7,23,3,167,1,0
269532,5954,87488,46673,46793,545175,1155918,2173244,Python,27,234,633,1131,7,7,23,3,167,1,1
271546,168638,145384,59,0,0,127406,2111511,C,1,6,270,59418,17,17,40,24,14,1,1
285406,22572,439653,60,0,82063,20047,4086452,JavaScript,1,8,250,107938,4,4,4,3,12,1,0
309847,76147,76263,120,0,740273,268063,2102944,Java,8,16,1262,13437,9,9,33,91,27,1,1
310505,1962,77362,119,0,522225,132505,2155935,Python,28,256,1302,2959,15,15,2,7,110,1,1
317593,132161,132220,1075,1195,1895335,2636318,2110547,Java,18,11,1883,18344,0,0,2,7,16,1,0
322279,123944,10613,120,0,467876,306743,2268765,Python,2,22,525,24971,9,9,10,17,31,1,1
344679,5954,14037,59,0,270909,894034,2118966,Python,83,149,562,,,,,,,1,0
344790,5954,77345,59,0,270908,1841177,2147270,Python,81,149,201,822,2,2,6,1,165,1,0
345244,5954,77300,120,0,355447,973395,2173141,Python,81,149,257,464,3,3,15,3,169,1,0
350169,461038,214248,120,0,0,124,2202800,Java,1,11,909,2222,0,0,2,6,19,1,1
353500,1962,8787,59,0,726325,58,2237236,Python,92,257,234,309,9,9,30,12,117,1,0
355077,132161,132222,947202,947322,945181,905552,2158162,Java,18,10,212,962,0,0,2,8,15,1,1
10433189,346764,4258575,120,0,0,3177703,2097817,Java,1,16,10135,120260,10,10,37,28,98,1,1
10484848,4024425,2726797,120,0,0,1097244,2346502,Python,16,22,1055,,,,,,,1,1
10487634,175525,386664,59,0,959156,7715048,2136142,C,1,11,24327,547269,16,16,8,10,36,1,1
10492165,2359844,1456771,120,0,0,38,2794587,JavaScript,1,22,725,,,,,,,1,1
10521404,349776,440390,60,0,0,71,6292677,C,1,6,51,778,6,6,2,8,6,1,0
10570754,3884916,3227132,119,0,0,606140,3639730,PHP,3,9,12,,,,,,,1,0
377275,100781,5982,682456,682515,632838,682514,3617852,Ruby,1,7,9803,75097,18,18,74,36,10,1,0
393526,200452,41842,60,0,727201,49822,3650912,Python,8,8,139,822,12,12,5,17,11,1,1
400158,208771,427915,1398,1518,425211,59712,5003204,PHP,1,6,241,3777,14,14,9,38,14,1,1
402054,1962,24065,120,0,421634,1,2169501,Python,36,257,477,1577,10,10,7,10,116,1,0
403831,15143,45588,59,0,2648947,60,4609205,PHP,5,7,17,143,0,0,2,5,20,1,1
446056,132439,132490,120,0,85740,208789,3143875,C++,4,19,238,10321,0,0,19,5,21,1,1
488799,50272,1247575,59,0,0,857870,2108465,C++,1,9,3269,57398,121,121,61,62,17,1,1
524804,251852,1168555,120,0,2302692,1287024,2095386,PHP,1,175,71686,328918,1658,1658,17570,50954,1345,1,1
525974,251852,1016324,120,0,2302691,715846,2094015,JavaScript,1,164,7150,73328,188,188,354,380,120,1,0
528224,35930,36096,120,0,0,120,4041810,Python,1,13,50,383,2,2,1,10,44,1,1
532706,56371,56799,120,0,0,690506,2117142,Java,2,7,127,644,2,2,34,19,14,1,1
538420,24579,24581,120,0,814846,388652,3157073,PHP,4,12,72,421,2,2,61,96,16,1,0
10658027,1904672,2007738,119,0,0,18385,3843766,Ruby,3,17,18,47,6,6,52,27,28,1,1
10664964,3761,49754,119,0,0,2422,2095723,JavaScript,1,34,6134,8252,17,17,49,30,38,1,1
10739739,645444,403348,77,42,0,171397,2654334,Ruby,1,8,981,35077,1,1,9,21,8,1,1
10820529,4024425,973971,120,0,0,1495960,2115337,Python,16,22,735,6917,35,35,300,101,67,1,0
10825103,450074,261605,119,0,0,1691961,2097431,Ruby,1,12,2769,14655,4,4,2,4,7,1,1
557026,239625,619689,8373,8493,85958,8368,4996025,Java,1,8,55,9076,0,0,0,3,7,1,1
557531,336180,36858,2175414,0,2456553,1238613,2563982,C++,2,6,161,18849,10,10,40,81,23,1,1
614053,119309,737053,59,0,2554237,1752705,2097335,Ruby,2,40,30520,136917,1219,1219,182,321,34,1,1
620230,132745,33849,119,0,760676,105391,5031677,Java,1,10,95,1385,3,3,4,15,15,1,1
628032,10963,48450,59,0,2330612,584307,2828411,Ruby,14,69,84,1496,4,4,50,159,41,1,0
651433,1962,77283,59,0,773614,57,2388385,Python,81,261,29,48,0,0,0,2,118,1,0
667010,215704,226366,120,0,0,120,3736147,JavaScript,1,31,29,7090,0,0,2,16,10,1,0
680085,502333,710572,781480,506756,2629618,6672422,2379490,C,1,103,224,283,0,0,25,4,77,1,0
680394,686006,39463,120,0,706487,66426,3685345,Ruby,1,14,439,3804,48,48,6,14,8,1,1
687855,690270,707098,35995,36115,0,762740,2098692,PHP,1,10,4588,43900,75,75,18,62,14,1,0
725796,4394,12316,119,0,4020189,3562109,2282379,C#,11,58,116,474,1,1,4,9,27,1,0
801536,166162,166164,119,0,0,127,3267961,Ruby,1,13,34,7090,0,0,2,16,10,1,0
822180,712772,712775,120,0,2402006,254616,3249691,JavaScript,1,6,262,17654,0,0,1,5,23,1,0
846677,775527,775534,120,0,170104,52074,4781634,Python,1,6,102,,,,,,,1,1
850704,777711,93322,120,0,0,322,2099250,Python,1,9,3257,,,,,,,1,1
10938049,5700,282478,59,0,0,133,2100164,Ruby,4,17,895,1614,3,3,32,28,76,1,1
11015906,25694,165830,119,0,0,687707,2109240,Java,1,202,70,257,3,3,17,34,126,1,1
11017847,3577019,2491605,120,0,0,132322,3220609,Java,1,6,121,491,4,4,0,4,8,1,0
11029116,1675588,106030,119,0,0,1304165,2138950,Python,1,13,445,9864,149,149,216,2052,54,1,1
11128318,3764052,3047334,290,410,111864,410,3467050,JavaScript,1,13,863,12994,6,6,5,6,11,1,1
11151311,4752753,68080,119,0,0,983665,2109192,JavaScript,9,22,104,275,1,1,44,198,24,1,0
11152494,4752753,51565,60,0,0,37035,2109194,JavaScript,15,23,94,523,4,4,49,171,28,1,0
11179115,43404,60018,119,0,0,1407,3599574,JavaScript,1,9,692,,,,,,,1,1
11187294,16268,130088,120,0,0,0,2124476,Java,3,62,221,363,12,12,28,103,97,1,0
11226965,16583,36875,120,0,0,370,3409370,Java,2,9,46,172,0,0,12,15,9,1,1
11299572,2339400,456041,119,0,612062,0,4009433,PHP,2,6,86,492,0,0,0,3,6,1,1
1006409,69716,200949,218620,218680,3057277,202640,2866352,PHP,1,6,108,179,2,2,5,9,12,1,1
1010383,90857,90958,120,0,0,895,4377865,JavaScript,1,24,32,1592,0,0,1,5,90,1,0
1347553,1722,19339,119,0,0,137151,2451387,Ruby,2,139,10853,81724,47,47,539,901,102,1,1
1361330,294509,114701,119,0,0,144206,2270195,C++,1,6,2658,,,,,,,1,1
1371145,14659,388605,119,0,0,2,3955887,JavaScript,3,9,545,42155,42,42,4,6,18,1,1
11341676,3128524,99830,120,0,99,165501,813417,JavaScript,1,6,564,23314,0,0,18,58,20,1,1
11436902,594887,3986818,120,0,0,3,3874340,JavaScript,5,6,8,,,,,,,1,0
11445715,2894874,1078955,1685,1805,4506,1805,3572660,C#,1,6,52,86234,8,8,1,5,8,1,1
11465908,1007812,3951536,120,0,0,0,3149837,JavaScript,2,168,60,272,6,6,16,83,70,1,1
11469658,1235508,897694,120,0,0,528917,3171485,Ruby,2,7,34,1105,1,1,11,8,13,1,0
11470286,42973,258510,120,0,0,503736,2154301,Python,1,12,163,296,2,2,28,16,16,1,1
11476519,2744249,262351,120,0,0,0,2700257,PHP,1,8,61,1270,1,1,5,12,20,1,1
11501635,414399,7204,119,0,0,4052604,2106878,Python,6,17,1943,80994,7,7,8,5,44,1,1
11536135,76839,687616,120,0,0,475139,2097167,JavaScript,1,23,177,6259,23,23,366,1373,122,1,0
1390699,511347,50942,120,0,9654,0,4470136,Ruby,1,19,175,1555,0,0,3,5,40,1,1
1392342,26424,25348,59,0,0,90,4519095,Ruby,2,21,23,213,5,5,8,4,24,1,1
1406593,981422,536101,119,0,5620,71,2796704,Java,1,9,6707,125128,17,17,61,95,74,1,1
1417672,74226,61761,120,0,0,0,3607826,Python,1,7,49,428,8,8,5,50,20,1,1
1501131,454404,1054080,60,0,0,382205,2168785,Java,1,6,1897,278015,20,20,84,79,21,1,1
1501197,7028,3030,120,0,0,0,3796132,JavaScript,1,15,63,4096,0,0,5,14,51,1,0
1511293,144318,38362,119,0,336946,0,2449319,PHP,2,9,408,1355,2,2,9,1,11,1,1
1525905,893156,1020849,59,0,0,465,3381003,Ruby,1,24,2018,,,,,,,1,0
1545591,1086289,1421838,60,0,0,944316,2096664,Ruby,1,18,40777,727303,33,33,1593,5564,232,1,1
1555622,242269,522399,83721,83632,519676,73529,2318039,PHP,2,7,2418,612259,0,0,12,31,18,1,1
11646756,1034836,4024233,118,27705,0,27705,2737937,Java,1,6,392,10193,7,7,1,4,7,1,1
11654962,4728173,3183971,120,0,0,40227,3380423,Python,1,7,846,,,,,,,1,1
11668669,26413,2210893,119,0,0,252,2199262,Python,1,18,109,2433,26,26,30,218,35,1,1
11669367,2574142,2261358,59,0,1544908,283211,2226839,C,1,48,5382,,,,,,,1,0
11780493,5116511,84966,120,0,1473200,0,2533030,Java,4,37,539,1263,0,0,12,5,68,1,0
11780493,5116511,2070395,120,0,1473200,0,2533030,Java,4,37,539,1263,0,0,12,5,68,1,0
11781433,1326600,5517874,18436,18556,1580187,18556,2116444,C++,1,22,1224,770223,18,18,71,177,57,1,1
12074651,1292889,3775429,120,0,0,0,2102022,JavaScript,2,9,111,,,,,,,1,0
12173993,3729751,5424608,120,0,0,0,3629972,Python,1,20,162,98676,1,1,17,25,27,1,0
12196598,4233560,515398,120,0,0,0,3926323,Python,1,6,3,312,6,6,7,3,12,1,0
12223328,4666482,5090829,120,0,570211,3178,2146644,JavaScript,1,8,253,1475,1,1,1,6,14,1,0
1960221,1299046,1152370,59,0,0,1364927,2111514,Java,1,8,7146,344531,294,294,96,107,22,1,1
1993558,1316279,3391435,59,0,0,372,2097156,C,1,25,8116,267943,407,407,726,742,146,1,1
2193819,837965,475433,48,0,1163953,586887,2096880,Ruby,1,10,3336,36937,32,32,5,7,14,1,1
2291113,15652,97264,59,0,0,1460,2101550,Java,5,49,2293,96961,22,22,306,224,94,1,0
2294498,54085,9552,59,0,0,122173,2540867,Python,4,12,3218,26032,201,201,1113,2718,270,1,1
2517012,284481,3359756,59,0,0,5217,2490142,Java,1,85,195,,,,,,,1,0
2550064,1146,61270,59,0,2080765,4,2180776,JavaScript,11,32,6933,89046,2,2,199,118,19,1,1
12431387,727799,370905,120,0,0,41605,2317118,JavaScript,1,20,347,2030,0,0,2,11,25,1,0
12445565,789301,41518,120,0,742616,16,2095762,Ruby,6,36,113,427,2,2,9,168,120,1,1
12456328,4411036,1921043,119,0,511356,2754,3065127,C++,3,15,53,29,1,1,45,12,46,1,1
12471234,3523254,3927,59,0,0,2053162,2101669,Ruby,19,12,100,330,27,27,231,146,26,1,0
2640548,3761,489099,120,0,0,144047,2096489,PHP,2,28,16729,61731,21,21,214,160,46,1,0
2697620,333704,1875392,105317,105367,1735622,105377,3484565,Java,1,6,357,13131,3,3,3,7,10,1,0
2909122,56281,154883,60,0,0,453349,2100952,C,1,19,458,21278,394,394,2413,11366,911,1,0
2957032,1687292,100849,59,0,0,5172,2137667,C#,2,6,1057,24989,164,164,379,2362,147,1,1
3219077,1789555,1237090,119,0,0,36537,2131407,Python,1,18,7797,176153,78,78,308,457,68,1,1
3219543,14188,2798507,60,0,0,37289,2098071,Python,1,26,776,4843,21,21,133,93,41,1,0
3226289,124547,2547998,234801,234920,704081,234904,2703039,Java,1,7,31,,,,,,,1,0
3226289,124547,2789711,293488,293607,645394,293591,2703039,Java,1,7,31,,,,,,,1,0
3290625,288514,2078353,120,0,1789787,1,2095611,Python,6,101,19563,21284,135,135,982,805,195,1,1
3388388,605425,86523,120,0,0,303782,2098610,JavaScript,2,7,1963,4768,0,0,1955,15075,731,1,1
3475441,692305,18226,119,0,0,28594,2097234,Python,5,87,5411,153078,461,461,1578,6301,632,1,1
3554568,79737,1265861,110,0,98053,9,3678425,Python,1,7,910,376877,18,18,22,55,22,1,1
3929178,288514,1535309,119,0,1726250,745844,2095663,Python,3,121,152441,1639597,289,289,3234,5963,419,1,1
3929178,288514,3689132,119,0,1726250,745844,2095663,Python,6,121,152441,1639597,289,289,3234,5963,419,1,1
4337869,1998195,1756439,111,8,7318,1,3984801,Ruby,1,6,505,9845,0,0,6,8,3,1,1
4411519,223472,116270,165623,0,216123,165743,3989076,JavaScript,1,6,74,4184,12,12,739,15106,103,1,0
4426791,63724,2147812,119,0,0,0,2164882,Java,2,31,901,147538,46,46,91,137,51,1,1
4811139,2375218,2955212,153839,153946,70336,157236,2097321,C#,3,10,3558,19232,1,1,3,7,4,1,0
4821874,35144,35539,59,0,0,40579,2100316,JavaScript,2,43,5740,10839,104,104,92,330,53,1,0
4841973,2015735,469523,8820,2,18756,8940,4402829,PHP,1,6,79,,,,,,,1,0
5207109,1020492,2441976,111,3,252008,75,4090460,Ruby,1,62,2765,37095,11,11,13,2,57,1,1
5207109,1020492,2462955,110,3,252008,74,4090460,Ruby,1,62,2765,37095,11,11,13,2,57,1,0
5516093,112344,2761101,58184,24523,465887,58304,3844665,Java,1,13,481,42408,4,4,43,44,19,1,1
12551824,421153,218060,119,0,0,3,2099980,Ruby,1,40,379,329,1,1,4,10,58,1,1
12618336,5521493,5693660,119,0,0,0,3461128,Python,1,19,42,1338,2,2,3,2,53,1,0
12663215,4247394,662154,120,0,1289140,0,2118828,JavaScript,1,8,403,2126,5,5,14,28,18,1,1
5846166,1933964,3953,119,0,1473084,13,3854196,Ruby,3,12,303,2703,18,18,7,17,41,1,1
6644605,305561,2029,44968,4898,657574,36699,3667407,C,2,8,1631,4013,0,0,12,42,13,1,0
7755601,3327057,3537121,74639,33299,56014,74699,3721223,Python,1,7,985,,,,,,,1,1
12839367,122957,201083,119,0,0,174811,2287533,Java,2,125,91,4287,14,14,56,177,120,1,0
8587943,579473,2901240,4738,4796,5375,4798,4152680,Java,1,21,1720,49296,7,7,3,5,20,1,1
8595670,304,312108,3848,0,758135,755,2776060,JavaScript,1,11,1637,19779,88,88,1694,2937,98,1,1
8709773,3559269,3042063,65,125,169,122,4193740,Ruby,1,7,443,21003,0,0,0,11,5,1,1
8840806,2447764,3873538,49243,50199,0,50202,4134694,C#,1,9,20,12924,0,0,0,2,17,1,0
8857910,1020492,865209,23468,1501,541963,23527,3085579,Ruby,1,42,287,23589,26,26,38,3,29,1,1
9229103,2163516,2020608,108,0,58662,58,3935637,Java,1,13,180,,,,,,,1,1
9653734,3395788,3434317,120,0,0,891,4136434,JavaScript,1,6,926,23017,5,5,3,7,4,1,1
9657228,2471145,124216,119,0,0,1,2110631,PHP,1,6,193,432,0,0,16,34,8,1,0
9665229,3461168,2796966,59,0,0,1015,2422395,C#,23,110,9758,,,,,,,1,1
9671859,3461168,710036,60,0,0,0,2098260,C#,23,111,1656,1539,0,0,261,504,99,1,1
9702823,70158,232984,120,0,0,3,2146026,Java,3,9,171,91,0,0,8,21,14,1,1
9832337,1261478,404520,120,0,2316486,390477,4136652,JavaScript,7,10,1,204,2,2,4,2,4,1,0
12866085,2241643,289477,120,0,0,0,2243049,JavaScript,1,7,77,,,,,,,1,0
12873145,2014710,398604,120,0,0,0,3541745,Java,1,49,75,561,1,1,6,10,128,1,1
12971353,5496202,1443806,60,0,0,231267,3894279,JavaScript,1,6,4,478,0,0,0,4,0,1,0
12972990,1146,10549,120,0,1113602,92412,3368572,Python,11,19,51,367,0,0,5,4,16,1,0
13064963,3240704,72613,120,0,0,135881,2132677,Java,1,10,480,3225,0,0,19,33,24,1,1
10001516,1564482,1400456,119,0,0,1,2343491,PHP,1,13,27,26,0,0,1,3,24,1,1
10046202,4166434,2651775,120,0,0,3,2206304,JavaScript,1,7,5278,,,,,,,1,0
10204911,2206,4272152,119,0,0,9525,2176803,Java,1,352,489,2380,11,11,15,8,24,1,1
10307341,1918667,944903,120,0,0,5615,2144853,Ruby,4,15,264,273,3,3,20,17,23,1,1
10308631,119564,392986,120,0,0,0,3702934,JavaScript,3,10,335,,,,,,,1,1
10309844,4337710,4337712,59,0,0,0,3226282,C++,1,8,637,57072,32,32,123,136,51,1,1
312,2072,2786899,120,0,14341,434852,2105385,Ruby,2,49,21690,176046,104,104,265,334,34,1,0
340,2183,21087,59,0,534239,1185705,2094999,Java,1,16,19211,79090,491,491,14268,28785,1802,1,1
581,4394,12333,120,0,3877684,2947152,2094025,C#,21,74,48668,578165,2155,2155,3672,9752,544,1,1
605,4580,147249,119,0,35921,119,3700194,JavaScript,2,15,534,2365,0,0,19,37,33,1,0
862,5732,935455,612952,613072,51666,511887,2136083,C#,24,11,6621,44329,28,28,2281,8603,660,1,1
934,6039,4198,1894305,1894425,2011905,1714477,2161377,Java,1,8,1608,12333,179,179,3658,10337,701,0,1
977,6269,97778,60,0,239726,523872,2545933,JavaScript,1,12,1516,47750,157,157,2667,8209,817,1,1
1005,5100,5419,452875,452995,777820,241490,4116165,Ruby,15,190,638,,,,,,,1,0
1041,5092,61584,120,0,195657,12,3540117,Java,3,353,1632,66771,180,180,2896,15243,715,1,1
1127,6732,2218167,120,0,222783,203153,2096978,JavaScript,1,31,9398,19759,18,18,985,539,94,1,1
1799,9504,16740,386434,386554,2468318,2274693,2098659,Python,1,11,21777,,,,,,,1,1
3450,15652,202910,28246,28366,188901,1049737,2095894,Java,4,52,1780,80684,27,27,308,194,107,1,0
4267,19602,157927,120,0,2683987,182641,2095658,PHP,1,21,6736,183766,686,686,255,956,74,1,1
4751,22094,1812533,120,0,224111,997149,2097508,Java,2,166,21704,155764,202,202,564,323,135,1,1
4788,22234,71876,166233,166293,1574121,2111693,2109812,Java,1,6,1934,73895,91,91,678,1774,156,1,1
5556,24809,30917,54324,54444,2604023,774574,2096843,JavaScript,1,17,6602,87181,15,15,33,21,17,1,0
6584,4066,19804,120,0,3738496,917429,2097400,Ruby,8,273,1582,5429,266,266,1242,9405,602,1,0
6700,5207,2590316,119,0,0,387,3742682,JavaScript,4,157,5086,50580,4,4,48,125,160,1,1
7845,1954,26041,1265508,25,441822,1100679,2120292,JavaScript,3,6,1108,4291,166,166,1308,15954,225,1,1
8006,5954,66837,120,0,591965,704878,2181733,Python,81,235,387,1628,21,21,26,42,171,1,1
8006,5954,77372,120,0,591965,704878,2181733,Python,59,235,387,1628,21,21,26,42,171,1,1
8540,33463,10875,61,58,1887839,801386,2097777,C++,1,18,8885,2001800,991,991,2507,8791,543,1,1
8700,34302,34289,119,0,887823,11624,2101136,C,1,9,3076,398766,6,6,701,1168,144,1,1
9126,982,1096,60,0,490281,54361,2429425,Python,4,136,202,262,2,2,14,24,162,1,1
9136,14224,11032,121479,121599,640564,643483,2179608,JavaScript,3,9,197,1638,6,6,432,1631,110,1,1
9197,6368,94603,527062,527182,4072924,161367,2558563,PHP,2,18,876,16124,258,258,647,897,112,1,1
9316,10016,33441,120,0,3311034,2615186,2094066,PHP,13,19,28941,102811,35,35,3475,8477,573,1,1
9427,4885,4952,623416,623476,203816,643382,2117818,Ruby,8,12,19921,123320,247,247,4849,11745,74,1,1
9615,25887,103859,120,0,164442,368626,2105280,Java,4,11,5803,328918,1658,1658,17570,50954,1345,1,1
9793,10367,83743,843198,843318,0,6179669,2094434,Python,2,21,22228,152845,4401,4401,3623,8976,291,1,1
11019,41346,273758,59,0,0,3,2146841,Ruby,1,9,3605,10904,54,54,516,3322,121,1,1
11392,4065,4152,119,0,39117,91352,4227570,Ruby,3,9,48,371,0,0,7,3,3,1,0
11744,1104,28714,119,0,0,3416052,2152169,PHP,1,9,2853,30682,275,275,373,1214,63,1,1
12392,1962,77321,120,0,0,1052222,4157002,Python,81,409,2324,20281,16,16,113,83,129,1,0
13546,49804,49835,120,0,1171144,2906,2101807,Java,1,28,3536,165200,61,61,79,64,29,1,1
14079,51473,51598,217499,0,221495,2962,4982685,Python,3,8,144,632,0,0,0,1,5,1,1
14160,51688,51690,100895,101015,139020,30214,2248931,PHP,1,6,5197,135004,147,147,72,139,24,1,0
14364,52043,121021,120,0,118684,4816921,2094087,PHP,1,9,55671,925595,1160,1160,1990,3110,254,1,1
14458,52244,170764,119,0,0,1,2237266,JavaScript,1,15,1386,12211,194,194,308,629,87,1,1
17694,22729,22766,120,0,570324,5606013,2095061,C++,1,51,108142,569914,896,896,4819,10296,653,1,1
19539,64976,128022,47197,47317,272552,1341625,2106044,Java,3,7,766,2852,6,6,1,4,7,1,1
19746,2206,7872,60,0,1420423,765818,2686424,Ruby,3,305,158,11462,37,37,81,398,124,1,1
20562,67402,141705,120,0,246396,134940,2094509,C++,1,8,7706,189062,100,100,343,762,62,1,1
20868,67932,1053140,1264570,1264690,0,733882,2432641,JavaScript,1,39,1094,237755,0,0,301,824,104,1,0
21093,18730,5113,60,0,0,804176,2094427,Ruby,6,28,3286,219640,83,83,387,458,42,1,0
21276,69468,86099,119,0,0,5,2276101,Ruby,1,17,2553,44072,107,107,662,4292,97,1,1
22073,1177,206227,37467,37527,31424,46497,3440569,Ruby,22,29,62,144,1,1,83,51,34,1,0
24440,59236,39741,59,0,3199208,566279,2163078,Python,6,14,650,2651,19,19,26,78,22,1,0
24524,32635,32645,92656,92776,37593,2491105,2228771,PHP,1,10,3802,12872,76,76,86,183,31,1,1
25292,77775,75072,120,0,0,2854943,2094973,C++,1,14,22867,114991,493,493,281,625,31,1,1
27066,33341,33342,120,0,125088,437482,2831660,C++,1,8,196,,,,,,,1,0
27555,85838,30515,65,185,4091,26095,5043646,JavaScript,1,7,404,,,,,,,1,1
33101,97110,97113,377431,0,59752,119,3186279,C#,1,8,154,757,11,11,3,3,5,1,1
34820,87612,950062,382924,382984,75123,382952,2604878,Ruby,2,25,1133,136772,1,1,2,3,29,1,1
34853,11926,13314,370855,0,0,2907536,2095586,Java,7,13,7676,234392,39,39,3032,1090,139,1,1
34853,11926,90693,370855,0,0,2907536,2095586,Java,6,13,7676,234392,39,39,3032,1090,139,1,1
35770,63120,8599,59,0,3719379,141922,2119157,Ruby,8,35,4165,16754,56,56,857,2031,99,1,1
35770,63120,155913,59,0,3719379,141922,2119157,Ruby,3,35,4165,16754,56,56,857,2031,99,1,1
40615,64801,114356,59,0,210816,29994,4142642,Java,1,7,334,1510631,0,0,20,15,13,1,0
40644,114487,114630,120,0,572070,595383,2108932,C#,2,53,6551,2148822,1,1,151,228,68,1,0
41601,116753,117009,328137,328257,748902,249241,4103525,Java,1,57,4898,,,,,,,1,0
42307,38101,165548,59,0,391922,427365,2398663,Ruby,1,6,305,740,75,75,295,1447,29,1,1
42904,84901,465,120,0,605043,380177,3733576,Ruby,5,63,167,939,3,3,57,201,40,1,0
10361943,1146,51762,120,0,1210562,45,2145957,JavaScript,1,8,96,6548,0,0,66,57,28,1,1
10367358,3423103,202426,119,0,0,0,3107439,JavaScript,11,15,54,85,2,2,7,16,20,1,0
10381639,4007441,3953534,120,0,0,45,3930412,JavaScript,1,10,187,,,,,,,1,1
48706,129247,726362,120,0,542166,2835334,2095888,Python,1,36,12460,63014,556,556,58,74,27,1,1
50297,97238,131743,447195,447315,3667014,2762513,2094001,Python,1,46,10786,78779,50,50,9,28,22,1,1
50901,7345,30151,119,0,0,592,2105716,Python,3,14,1777,11186,51,51,58,146,41,1,1
53938,136938,136978,75063,75123,146343,54586,2094180,C,1,6,6225,142991,343,343,60,330,21,1,0
57182,142810,142812,204506,204626,3290442,9102,2150260,C,1,9,1246,17144,85,85,140,413,37,1,1
59803,5954,8766,119,0,591971,2401988,2097656,Python,81,234,887,2619,24,24,26,11,163,1,0
59903,116753,116865,148220,148280,878519,148275,4165523,Java,2,34,859,,,,,,,1,1
59986,98634,822758,395365,395424,225408,395079,2122308,Java,2,6,340,5036,2,2,225,614,51,1,1
