project_id,owner_id,user_id,Time_Create,Time_Meb0,Time_Meb1,Time_Cmt0,Time_Cmt1,project_language,Tech_lang,Project_Member,Project_Commit_Count,Project_Size,Open_Issues_Count,Forks,Watchers,Network_Count,Stargazers_Count,has_star_developer,Successful_Onboarding
772,1146,19216,120,0,2693156,2367208,2544989,Python,4,21,6548,179603,4,4,230,535,40,1,1
772,1146,386187,120,0,2693156,2367208,2544989,Python,8,21,6548,179603,4,4,230,535,40,1,1
866,5746,5754,39458,39578,844555,395085,2095725,Python,1,27,7328,445230,176,176,989,1109,111,1,1
1113,6691,19537,60,0,404613,28919,2130666,Ruby,6,39,3879,8954,28,28,131,242,43,1,1
1113,6691,37503,60,0,404613,28919,2130666,Ruby,6,39,3879,8954,28,28,131,242,43,1,0
1729,9321,14541,119,0,295862,74845,2138883,Python,2,8,1055,13308,323,323,460,2950,119,1,1
2281,11052,11068,120,0,1203915,789756,2093950,Java,1,17,60790,414374,2105,2105,3824,13176,497,1,1
2438,11681,11724,120,0,0,2710,2852274,Ruby,1,8,707,1866,32,32,216,1189,49,1,1
2508,11849,11852,657804,657924,458185,655404,2094965,C,1,24,1634,19857,0,0,3,0,11,1,1
2558,12130,13478,119,0,539700,15390,3338501,JavaScript,1,16,6475,607,13,13,9,33,13,1,1
2719,1740,30036,889459,889519,1491969,877584,2096932,Ruby,1,17,2634,12164,23,23,2107,11672,222,1,0
2812,13459,13773,120,0,424500,137379,2097690,Ruby,1,30,17817,114873,446,446,2934,12990,491,1,1
3085,14193,32413,59,0,544216,3902786,2094047,C++,2,63,57460,1569618,887,887,5911,13606,818,1,1
3450,15652,15656,120,0,217268,1021370,2095894,Java,5,52,1780,80684,27,27,308,194,107,1,1
3450,15652,1410772,120,0,217268,1021370,2095894,Java,5,52,1780,80684,27,27,308,194,107,1,0
3500,4394,588714,120,0,0,818176,2965276,C#,3,26,7338,89644,790,790,2566,8278,490,1,0
4092,1915,19225,120,0,532276,174003,4435647,Java,2,22,565,,,,,,,1,0
4511,20935,45257,119,0,453520,87448,3692896,Python,1,8,456,,,,,,,1,0
4563,21208,160648,2089191,2089311,1632749,6513134,2401134,Java,1,27,2689,210658,86,86,588,2521,149,1,1
4751,22094,22314,1726,1846,222265,998996,2097508,Java,3,166,21704,155764,202,202,564,323,135,1,1
4751,22094,22345,120,0,224111,997149,2097508,Java,4,166,21704,155764,202,202,564,323,135,1,1
4765,22158,23656,271627,271747,878998,1327452,2097204,Java,1,15,9545,725410,898,898,5752,7378,436,1,1
4788,22234,72947,429068,429128,1311287,2374527,2109812,Java,1,6,1934,73895,91,91,678,1774,156,1,1
5400,7466,14961,120,0,663321,9751,4087171,Python,5,44,1942,9140,4,4,22,26,15,1,0
7845,1954,1549471,1697272,431789,10058,1532443,2120292,JavaScript,2,6,1108,4291,166,166,1308,15954,225,1,0
7900,1653,60680,59,0,284868,31726,2976991,C++,1,191,318,91017,0,0,106,33,88,1,0
8131,32558,139484,1015790,716547,994355,1134512,2101800,Java,1,24,11196,89300,0,0,476,384,56,1,0
8860,5207,5445,59,0,476296,25449,2283463,JavaScript,6,145,940,5349,5,5,54,145,151,1,1
9427,4885,4896,60,0,827292,19906,2117818,Ruby,21,12,19921,123320,247,247,4849,11745,74,1,1
10441,4157,121282,60,0,1056689,59030,2369611,JavaScript,1,473,1576,29661,9,9,93,341,94,1,1
11000,1653,38530,120,0,0,3304,3160516,JavaScript,3,188,831,12947,0,0,38,38,83,1,0
11124,38574,17456,2658056,2658116,403888,1669274,2176949,Ruby,2,13,372,1281,291,291,1176,4839,85,1,1
11354,13823,67168,409070,409190,2017529,322021,2532467,Ruby,2,8,904,1853,74,74,239,3795,64,1,0
12132,14113,53681,119,0,3775744,1099141,2096942,Ruby,1,11,560,2844,37,37,2791,3791,84,1,1
16948,11109,11119,64996,65056,182636,383513,2098362,Java,3,12,8512,282592,42,42,1168,1513,224,1,1
16948,11109,11128,247633,247693,0,566149,2098362,Java,3,12,8512,282592,42,42,1168,1513,224,1,1
16974,59791,2270504,728157,728217,1693881,714112,2095537,PHP,1,13,10302,614330,0,0,13,27,22,1,0
17473,5954,77364,50009,50129,541839,1205985,2094377,JavaScript,2,234,6921,128755,761,761,166,174,189,1,0
17473,5954,80995,120,0,591968,1155855,2094377,JavaScript,4,234,6921,128755,761,761,166,174,189,1,0
17635,24433,171520,92518,0,0,2935,2096692,Ruby,1,13,2918,26388,39,39,41,8,14,1,0
18129,61763,45045,120,0,81935,1130,2793542,PHP,3,9,1414,13750,64,64,29,139,22,1,1
18260,62016,59227,120,0,888458,1303001,2109072,Ruby,3,10,2356,7403,67,67,131,603,49,1,1
19050,63913,64195,120,0,10047,4328,3157005,Ruby,1,10,2077,11331,17,17,29,94,24,1,1
20868,67932,67943,119,0,1264690,530808,2432641,JavaScript,3,39,1094,237755,0,0,301,824,104,1,1
21284,29218,21594,119,0,322230,17,3182677,JavaScript,27,18,312,7838,27,27,36,31,56,1,0
21292,24433,180091,25647,25707,223250,11772,4561156,PHP,1,14,567,,,,,,,1,1
21343,69556,44315,23345,23405,32803,23399,2100579,Java,2,7,2795,92116,3,3,157,182,24,1,1
22537,72096,237584,59,0,291896,56,2100434,Python,1,24,13751,194475,42,42,85,151,45,1,0
23176,27279,73879,5668,5728,434929,410164,2413634,C#,3,10,2002,197708,88,88,158,423,30,1,1
27616,35145,35152,120,0,558938,128,3443827,C#,27,22,49,1628,5,5,64,322,59,1,0
28410,7045,87903,119,0,2580286,17154,3843652,JavaScript,1,14,614,5180,4,4,16,27,20,1,1
34494,99884,940707,927164,927224,2816963,512310,2212520,Ruby,1,15,518,10879,8,8,21,37,16,1,0
37843,108026,146837,59,0,146485,5191345,2095717,Java,1,26,8607,154379,622,622,1111,628,119,1,1
39027,39808,22937,119,0,0,110028,2352314,Ruby,2,7,1584,117620,104,104,169,2029,98,1,1
39212,33939,385546,217377,217437,0,116,3145981,Ruby,2,7,171,,,,,,,1,0
40342,113796,113920,120,0,414192,661170,2099054,C++,2,26,9102,32068,123,123,226,1141,103,1,1
40342,113796,113940,120,0,414192,661170,2099054,C++,2,26,9102,32068,123,123,226,1141,103,1,0
40644,114487,114625,120,0,572070,595383,2108932,C#,2,53,6551,2148822,1,1,151,228,68,1,1
41192,115896,116017,60,0,392952,38916,2095970,Java,1,15,19473,1149384,412,412,72,200,45,1,0
42568,8458,8781,60,0,352524,622,2097408,Python,66,13,1037,1592,13,13,10,6,24,1,1
42838,22899,282498,120,0,40225,41614,2475613,Java,2,6,203,10058,45,45,79,98,16,1,1
44854,62716,119359,59,0,219615,34569,2110272,PHP,2,10,1159,1575,23,23,130,531,73,1,1
10388057,319841,1543687,120,0,0,0,4081764,C,2,6,654,54401,0,0,3,1,5,1,1
48706,129247,1683380,120,0,542166,2835334,2095888,Python,1,36,12460,63014,556,556,58,74,27,1,1
54674,120839,5394,1040606,300526,1994565,1019339,2304863,Ruby,1,12,800,5381,54,54,29,38,11,1,1
56043,8458,8781,59,0,363793,1107962,2156468,Python,66,14,745,974,3,3,2,3,18,1,1
58755,144645,144651,119,0,1923206,38044,2111645,Java,3,13,240,2430,57,57,62,23,17,1,1
59803,5954,77207,119,0,591971,2401988,2097656,Python,81,234,887,2619,24,24,26,11,163,1,0
60101,4066,213266,871644,871764,2644988,871764,2097095,Ruby,4,99,1054,3882,160,160,594,1500,374,1,0
64212,7345,31283,60,0,0,492235,2127501,Python,1,20,441,1782,40,40,146,417,28,1,0
67046,112293,112500,59,0,2495294,18,3129802,PHP,2,20,224,,,,,,,1,1
67633,59236,2616,120,0,3350557,14,3521569,Java,1,12,5846,29684,22,22,35,51,14,1,1
67640,28935,368016,631796,631856,326467,535981,2392008,Ruby,3,127,962,,,,,,,1,1
67950,170322,101637,59,0,798821,50607,3577840,Python,1,12,105,475,3,3,3,10,12,1,1
68087,4394,12277,119,0,3067247,53373,2102018,C#,21,70,2693,9958,160,160,231,1299,105,1,1
69299,33180,33333,119,0,1733405,1808,2097504,Python,1,23,7470,37298,49,49,49,60,53,1,1
70217,172619,198471,120,0,0,1063898,2544777,Ruby,2,27,3623,9604,151,151,64,54,61,1,0
70480,16583,367298,119,0,262387,6092517,2095631,Java,5,25,13409,169916,67,67,263,228,53,1,0
70480,16583,367299,119,0,262387,6092517,2095631,Java,5,25,13409,169916,67,67,263,228,53,1,0
70480,16583,970069,119,0,262387,6092517,2095631,Java,2,25,13409,169916,67,67,263,228,53,1,0
76442,30423,242686,120,0,0,4238693,3219136,Java,1,8,12071,162860,14,14,430,1476,126,1,1
80421,19723,1663,120,0,3082495,14215,2109253,PHP,2,59,670,8622,35,35,373,1537,70,1,1
81316,76542,77113,60,0,188178,81,2491192,JavaScript,5,34,73,78,3,3,13,85,63,1,1
81935,191570,254810,120,0,1860191,120,5070048,Java,1,19,2,,,,,,,1,0
86039,83945,17787,120,0,0,2236,2680853,JavaScript,2,7,171,3518,6,6,19,235,12,1,1
86039,83945,84139,120,0,0,2236,2680853,JavaScript,2,7,171,3518,6,6,19,235,12,1,0
91064,5700,282428,279113,279233,289506,279112,2197701,Ruby,3,42,1082,1360,26,26,107,140,241,1,1
91499,146665,154025,60,0,2943255,1140,2545508,PHP,2,10,558,,,,,,,1,1
92535,63724,358829,330036,1049265,213352,862654,2096096,Java,2,31,9718,172271,312,312,103,93,36,1,0
96800,38304,38437,120,0,506930,263972,2550724,Java,2,7,205,27179,3,3,4,2,8,1,0
103438,140837,140842,94,25,264847,94,4620444,JavaScript,2,8,135,6281,14,14,81,277,31,1,1
126662,9160,9163,120,0,525747,71981,3136638,PHP,28,32,348,,,,,,,1,1
127333,345785,345808,120,0,291093,164,3925204,C#,1,13,137,,,,,,,1,1
134537,113892,157056,119,0,143793,86179,2220869,Ruby,2,26,365,1011,1,1,17,23,39,1,0
134666,14284,27057,378543,378663,1762679,260927,3093865,C,1,7,198,26594,28,28,31,127,13,1,0
138238,119395,181621,43,16,2978089,1177398,2140709,Java,7,16,8829,157942,2,2,116,59,29,1,1
141358,8458,8780,59,0,722266,749483,2190114,Python,92,14,602,562,6,6,2,4,19,1,1
144376,21250,34475,171026,171086,994139,543246,4006886,Ruby,4,10,143,862,16,16,8,125,17,1,1
145268,130606,19610,382707,382827,808350,521165,2139515,PHP,2,17,588,10373,13,13,21,21,9,1,0
146912,1962,77265,60,0,183952,626619,3097681,Python,81,255,173,230,8,8,7,3,117,1,1
152921,5954,77284,120,0,599265,1393551,2122257,Python,81,234,774,2732,55,55,43,18,164,1,0
155032,279513,279514,60,0,0,570358,5110223,Java,4,6,7,112,0,0,0,5,6,1,0
161684,5954,77300,119,0,600004,168605,2172600,Python,81,230,419,505,11,11,27,2,162,1,0
161905,289484,77338,119,0,19809,288226,4813167,C++,1,14,198,3836,4,4,28,84,27,1,1
167487,253154,253150,279556,279676,0,1453582,2303548,PHP,2,22,688,50062,11,11,8,31,20,1,0
169932,982,1201,222653,222713,213218,222800,2599675,Python,4,130,256,369,10,10,20,50,160,1,0
169932,982,1276,60,0,435931,87,2599675,Python,4,130,256,369,10,10,20,50,160,1,0
170425,20247,29665,60,0,2012403,4249,2722552,Python,3,67,317,1895,12,12,17,12,57,1,0
177259,52450,406887,59,0,151175,0,2119320,Java,2,12,262,13253,23,23,22,42,28,1,0
187488,402689,410348,349925,349985,0,348796,3128384,Python,1,10,258,24957,2,2,1,2,12,1,0
213153,3934,324941,773493,773613,2178783,159255,2274723,Ruby,5,9,1848,5631,45,45,39,183,26,1,1
228881,163027,15127,60,0,3794324,354204,3316938,PHP,1,15,142,6068,1,1,117,50,36,1,0
253596,5065,17561,60,0,2879388,109949,2646319,Java,6,38,570,15103,9,9,115,51,48,1,1
298274,480952,480960,120,0,186752,120,4286162,PHP,1,9,27,1472,0,0,0,2,36,1,0
310505,1962,12250,119,0,522225,132505,2155935,Python,81,256,1302,2959,15,15,2,7,110,1,0
344679,5954,14036,59,0,270909,894034,2118966,Python,81,149,562,,,,,,,1,0
344679,5954,55098,59,0,270909,894034,2118966,Python,81,149,562,,,,,,,1,1
345244,5954,8729,120,0,355447,973395,2173141,Python,82,149,257,464,3,3,15,3,169,1,1
345244,5954,77201,120,0,355447,973395,2173141,Python,83,149,257,464,3,3,15,3,169,1,0
353500,1962,14036,59,0,726325,58,2237236,Python,81,257,234,309,9,9,30,12,117,1,1
10441602,2252,2530,120,0,0,7,2180892,Java,2,9,155,179,0,0,12,23,30,1,1
10452726,11571,544196,120,0,0,7,2188276,JavaScript,1,11,227,239,5,5,71,149,83,1,0
10485867,1039264,172389,59,0,0,0,2130576,Java,2,34,233,14250,3,3,7,6,26,1,1
10494786,790249,2278074,120,0,0,6482,2298322,Java,1,30,5144,51128,112,112,43,106,28,1,1
10554390,4024425,3373887,120,0,0,302001,2093951,JavaScript,1,22,2275,101769,392,392,1550,643,191,1,0
398200,4836,151331,120,0,18558,120,2843281,PHP,8,15,1270,12909,1,1,13,24,18,1,1
417726,237690,1434455,296482,296602,1434414,296482,2575399,Python,1,48,152,27179,3,3,10,10,37,1,0
460036,5954,77345,120,0,600005,464793,2173142,Python,81,235,168,202,4,4,6,4,171,1,0
462940,33180,33353,59,0,292100,776111,2106448,Java,5,22,477,1341,0,0,9,10,47,1,0
462991,75614,12929,60,0,0,65,4759999,C,27,8,25,22157,0,0,9,12,7,1,0
465805,115035,115101,60,0,106807,63,4228702,Java,2,9,10,3232,0,0,0,3,12,1,0
470111,5954,66837,120,0,358099,1375058,2181709,Python,81,151,142,243,0,0,2,2,172,1,0
474742,7037,7395,120,0,2409154,122,4224035,Java,5,79,56,,,,,,,1,1
485141,76048,76119,59,0,1031139,25811,2555829,C#,1,10,225,3673,20,20,43,60,23,1,1
524804,251852,2141953,120,0,2302692,1287024,2095386,PHP,1,175,71686,328918,1658,1658,17570,50954,1345,1,0
526190,132161,132219,120,0,1896532,769249,2152487,Java,18,11,371,4335,0,0,3,8,16,1,1
528224,35930,36126,120,0,0,120,4041810,Python,1,13,50,383,2,2,1,10,44,1,0
10739004,420289,558281,120,0,1459159,0,2833298,JavaScript,1,11,61,267,0,0,7,42,12,1,1
10755678,1770468,3229451,119,0,0,0,2248526,Python,1,34,174,237,2,2,6,13,44,1,1
10840550,4512126,4575011,120,0,0,0,4006836,PHP,1,9,39,1068,1,1,6,4,13,1,1
10846124,4612733,980406,120,0,1583155,29,3476688,C#,1,12,13,1451,20,20,4,18,13,1,0
10859408,1814135,1722947,119,0,761900,93489,3051019,C++,3,28,58,1177,0,0,0,8,35,1,1
10882164,2969141,1730531,120,0,0,0,2473711,Java,2,13,13721,45844,0,0,4,7,2,1,1
10905587,39450,39475,59,0,0,342062,4260519,PHP,4,7,17,138,0,0,2,2,4,1,0
551669,616812,41112,118,0,1007568,1,3782294,Java,1,8,283,32048,0,0,45,62,17,1,1
562280,4394,12331,59,0,3432041,831363,2499973,C#,21,63,159,16632,17,17,65,105,37,1,0
622343,5954,112733,151779,151899,447369,1427379,2093995,Python,39,234,528,773,10,10,16,8,163,1,0
631614,1146,8793,59,0,2534104,367601,4285306,JavaScript,8,30,24,261,6,6,14,70,18,1,0
676201,153150,153193,20672,20792,522672,5168,3692529,C++,1,22,136,9949,0,0,4,3,41,1,1
680085,502333,1247476,1310124,1035400,2100974,7201066,2379490,C,1,103,224,283,0,0,25,4,77,1,0
754226,308206,182232,60,0,416187,279,2388627,Ruby,1,18,43,29,0,0,13,60,31,1,0
801441,750631,275201,120,0,0,1177860,2094775,Java,2,19,7207,125792,444,444,6663,8459,646,1,0
866630,39450,28809,119,0,0,71180,3754415,PHP,4,8,117,775,0,0,5,5,5,1,1
871383,788603,14602,659,779,495916,218847,3392066,JavaScript,1,11,360,81575,9,9,1,11,33,1,1
889012,4580,4584,119,0,0,2863,4375211,Java,1,8,74,,,,,,,1,0
899594,66251,69902,464891,465011,4183,228892,4660643,Python,1,11,108,388,0,0,5,3,5,1,1
10938356,2787572,388468,418432,0,0,23369,2934750,JavaScript,2,16,145,37,6,6,7,62,26,1,1
10945372,1547219,289092,120,0,0,678,2158213,JavaScript,22,17,81,70,8,8,3,7,22,1,1
10959755,2408754,2767862,115,4,0,4,4021395,JavaScript,1,6,84,3779,0,0,2,4,6,1,1
10983844,391584,23182,120,0,0,0,3446482,JavaScript,1,7,15,193,0,0,3,3,46,1,0
11003930,932841,2559257,60,0,0,39712,2697656,Python,1,10,258,106452,19,19,35,42,20,1,1
11026666,2603684,10741,120,0,1709503,1,4022588,JavaScript,1,15,28,244,1,1,6,3,32,1,1
11104308,3461168,1057293,119,0,0,1313,2098262,C#,23,54,1138,1067,0,0,213,481,100,1,1
11278774,20099,75605,120,0,0,7083489,2101426,PHP,6,9,15562,64399,0,0,16,8,17,1,1
971750,838791,514787,18591,18711,2620912,18591,2126798,JavaScript,1,8,1328,9066,249,249,2731,9506,335,1,0
978319,277099,842613,120,0,0,129,2136058,Java,2,44,2674,14163,28,28,38,60,131,1,0
1026252,865299,282533,160938,161058,364335,550121,4117167,C#,1,6,31,1601,0,0,5,5,10,1,0
1209366,271626,259030,587,707,2840,25344,4591163,JavaScript,1,6,318,3282,11,11,0,5,6,1,1
1344612,930184,590390,120,0,0,985099,2095781,Python,1,13,4970,77545,476,476,1977,4828,184,1,1
1349059,931128,33466,120,0,0,1671888,2103527,C++,1,9,1180,18543,716,716,437,4186,118,1,0
1363159,938418,139538,60,0,56399,8733,4823195,Python,1,31,94,39199,0,0,8,5,17,1,0
11353440,48770,982315,120,0,0,392687,3245080,Python,3,196,454,515,4,4,13,47,171,1,0
11447819,3681432,2627697,120,0,0,0,2102218,Python,4,13,380,264,3,3,14,6,31,1,0
11460429,171533,44932,119,0,0,4028,3511903,PHP,3,31,15,17,1,1,5,14,41,1,0
11473763,4948019,3274257,37225,37345,21902,37354,3607953,C#,1,14,163,,,,,,,1,0
11483573,2948254,549176,120,0,1775521,84728,2122972,JavaScript,1,9,1647,5495,1,1,1,1,4,1,0
11490488,2062584,4143162,120,0,0,1,3953658,JavaScript,1,113,26,,,,,,,1,1
11507093,2902028,54863,120,0,630306,5828,2127415,JavaScript,1,14,78,1314,9,9,14,178,39,1,1
11510700,734273,79124,120,0,1159210,61,2352149,JavaScript,1,43,254,20551,0,0,1,1,9,1,1
11518978,1892504,1489584,120,0,0,0,3152603,C,1,113,1025,86845,0,0,20,36,93,1,1
1393436,963739,194827,55,0,1393915,161306,3620979,PHP,1,8,467,,,,,,,1,1
1417672,74226,72761,120,0,0,0,3607826,Python,1,7,49,428,8,8,5,50,20,1,0
1520779,132161,132202,924660,924780,971770,4776889,2292114,Java,18,10,251,386,0,0,1,7,15,1,0
11643826,4123393,917219,120,0,0,55,2120672,C#,2,7,116,6884,0,0,4,8,24,1,1
11662730,5052674,257806,120,0,0,0,3492685,Python,2,22,1645,53943,100,100,79,159,29,1,1
11666364,3497088,37213,120,0,0,63184,3972174,JavaScript,3,10,2,,,,,,,1,0
11689856,1975437,2078736,119,0,0,0,2142277,JavaScript,10,8,2910,72617,113,113,752,3999,202,1,0
11694424,3461168,254895,120,0,0,4746,2095440,C#,23,83,1821,7593,174,174,196,492,88,1,0
11709663,655648,2695797,120,0,672753,0,2097019,JavaScript,1,17,2120,30861,16,16,13,4,15,1,1
11744837,67101,74399,119,0,0,0,2514868,JavaScript,1,225,137,236,12,12,189,2101,442,1,1
11746459,10016,757803,120,0,0,13,2233797,PHP,11,17,124,130,0,0,17,31,30,1,0
11746757,1146,61266,120,0,1093195,1624,3753388,JavaScript,8,7,102,1884,0,0,6,14,10,1,1
11780493,5116511,1166926,120,0,1473200,0,2533030,Java,4,37,539,1263,0,0,12,5,68,1,0
11783762,405674,685554,120,0,0,0,2284400,PHP,2,7,29,56,1,1,7,6,6,1,0
1706293,1178845,1178440,199998,200029,4,200050,4487496,C++,1,7,8,,,,,,,1,0
12161093,370207,2642249,119,0,0,0,2448387,JavaScript,5,671,45,8803,0,0,5,16,9,1,0
12172494,2118270,3651774,59,0,0,0,2370716,Python,1,34,582,501,9,9,26,58,96,1,1
12174118,1405738,1630591,120,0,0,41758,2172585,JavaScript,1,20,1209,5540,140,140,179,1269,56,1,1
1934313,65251,95564,60,0,0,171967,2096302,C,1,7,1934,555032,122,122,3778,6774,525,1,1
1993558,1316279,2856674,59,0,0,372,2097156,C,1,25,8116,267943,407,407,726,742,146,1,0
2264741,2997,1043489,120,0,2914126,1,2172671,JavaScript,2,101,607,1558,0,0,24,16,49,1,0
2265342,1402674,119927,59,0,0,649922,2094711,C,1,17,23232,,,,,,,1,1
2294498,54085,54133,59,0,0,122173,2540867,Python,3,12,3218,26032,201,201,1113,2718,270,1,1
2369446,401739,219262,60,0,0,3293,2242397,Python,1,14,20189,,,,,,,1,1
2517012,284481,284568,59,0,0,5217,2490142,Java,1,85,195,,,,,,,1,0
12321057,95143,4640779,119,0,0,35813,3306641,PHP,1,6,38,50,3,3,27,37,14,1,0
12396677,339386,741618,119,0,0,249477,3301093,Java,2,6,71,4911,0,0,10,5,14,1,1
12399617,41881,23402,120,0,0,11,2103006,JavaScript,3,14,77,188,8,8,18,57,11,1,0
12444993,1040367,995,120,0,2051461,1,2864113,JavaScript,10,17,20,217,3,3,15,61,25,1,1
2736200,1572511,1695223,8268,15700,24608,19203,4508087,JavaScript,1,7,110,764,1,1,6,3,7,1,1
3055228,1725703,153911,59,0,0,132900,3713719,Java,1,13,1349,,,,,,,1,0
3241305,1801390,628079,71023,70502,39009,70443,4426686,JavaScript,1,13,506,59262,16,16,5,2,11,1,1
3475441,692305,84031,119,0,0,28594,2097234,Python,5,87,5411,153078,461,461,1578,6301,632,1,1
3592062,1932660,3330116,451874,2498,1957052,451934,2319481,JavaScript,1,10,74,180078,4,4,147,43,19,1,0
3693665,1970888,2871225,253748,253853,827740,256394,3498885,C#,1,29,1837,70385,5,5,135,124,60,1,1
3750617,26419,67734,60,0,0,425964,2097770,PHP,6,12,5863,109284,656,656,816,712,69,1,1
3825551,264964,30453,60,0,0,888606,2094974,Ruby,6,25,7246,226892,0,0,2109,4850,158,1,0
3929178,288514,147144,119,0,1726250,745844,2095663,Python,2,121,152441,1639597,289,289,3234,5963,419,1,1
4337869,1998195,1771891,111,8,7318,1,3984801,Ruby,3,6,505,9845,0,0,6,8,3,1,1
4426791,63724,880888,119,0,0,0,2164882,Java,2,31,901,147538,46,46,91,137,51,1,0
4612733,402061,2335663,120,0,0,121840,2095762,C++,1,30,10256,472337,183,183,156,371,93,1,1
4631103,71830,121075,119,0,0,7881,2110302,Python,3,9,3212,39276,1,1,4,2,24,1,1
4835098,119309,119401,119,0,0,2,2102045,Python,4,30,7510,38105,196,196,46,65,20,1,1
5232359,232150,2512058,1858,1945,65426,1978,4349303,Java,1,7,382,12339,1,1,0,2,8,1,1
12548821,12950,17435,120,0,0,1,2641270,Ruby,1,42,15,16,0,0,1,5,73,1,0
12618011,42468,437794,120,0,0,37,2378187,C++,1,7,163,13336,13,13,139,122,24,1,0
6586642,2981787,2998326,20578,13041,10165,20638,4032051,JavaScript,1,6,353,31146,6,6,3,3,5,1,0
7755601,3327057,3518726,100188,58847,30466,100248,3721223,Python,1,7,985,,,,,,,1,1
12835248,4029,259246,119,0,0,605863,3611839,Python,1,33,8,39,0,0,15,171,50,1,0
9061899,3724524,3778687,66,449,1972702,10243,2122769,C++,1,29,413,71211,1,1,44,10,20,1,1
9674514,3461168,3133011,60,0,0,3090,2096635,C#,23,111,2864,2413,0,0,314,560,125,1,1
9690608,3461168,437965,59,0,0,36,2098262,C#,23,111,1286,21284,135,135,982,805,195,1,0
9690608,3461168,3863233,59,0,0,36,2098262,C#,23,111,1286,21284,135,135,982,805,195,1,0
202,1653,10417,119,0,649796,20239,2896337,JavaScript,3,195,52227,999796,683,683,2331,2092,226,1,1
202,1653,174794,119,0,649796,20239,2896337,JavaScript,6,195,52227,999796,683,683,2331,2092,226,1,1
202,1653,281281,119,0,649796,20239,2896337,JavaScript,3,195,52227,999796,683,683,2331,2092,226,1,1
312,2072,3808228,120,0,14341,434852,2105385,Ruby,2,49,21690,176046,104,104,265,334,34,1,1
392,2997,1687863,60,0,3316225,65,2097657,JavaScript,2,122,17900,92974,2791,2791,8180,33671,1602,1,1
392,2997,2595791,60,0,3316225,65,2097657,JavaScript,1,122,17900,92974,2791,2791,8180,33671,1602,1,0
418,3791,3792,119,0,538819,188423,2104108,Python,1,15,5978,57491,257,257,472,681,44,1,1
489,4066,129693,119,0,4278359,654547,3557616,Ruby,7,276,3241,27453,207,207,2495,4409,165,1,1
489,4066,230277,1252864,1252984,3025374,1907532,3557616,Ruby,7,276,3241,27453,207,207,2495,4409,165,1,0
613,4660,890800,60,0,839412,28547,2097076,Java,2,72,4165,,,,,,,1,0
613,4660,3633377,60,0,839412,28547,2097076,Java,1,72,4165,,,,,,,1,1
2080,10309,10661,2054689,0,1315772,1060332,2155082,JavaScript,5,20,1537,11591,32,32,546,1474,166,1,1
2216,10309,177199,1066708,0,327790,611884,2202402,JavaScript,4,20,652,152920,4,4,111,62,33,1,0
2602,4394,20979,120,0,3730851,2538357,2095794,C#,9,73,53489,375970,655,655,975,2698,201,1,0
2713,1722,350113,91810,91930,393425,134152,2776728,Ruby,3,12,1132,8849,31,31,212,226,29,1,1
2860,9565,13885,119,0,490923,849861,2868604,Python,6,8,820,24842,5,5,6,37,7,1,1
2908,13724,147764,120,0,6054,4507,2788367,PHP,2,18,869,26925,3,3,61,119,32,1,1
3085,14193,171998,59,0,544216,3902786,2094047,C++,1,63,57460,1569618,887,887,5911,13606,818,1,0
3190,8853,14845,119,0,0,87943,3372720,JavaScript,1,9,282,25030,7,7,49,467,39,1,1
3227,15096,144444,119,0,4170165,822376,2097437,PHP,1,11,10267,93113,142,142,672,1524,122,1,1
3450,15652,563277,120,0,217268,1021370,2095894,Java,5,52,1780,80684,27,27,308,194,107,1,0
3452,15654,63170,60,0,2249288,341038,2094351,PHP,1,30,16309,1109455,38,38,852,1976,136,1,1
3619,16423,16448,1039263,1039383,3173126,908279,2206716,Ruby,2,22,7238,51302,176,176,56,132,35,1,1
4563,21208,534149,2089191,2089311,1632749,6513135,2401134,Java,1,27,2689,210658,86,86,588,2521,149,1,1
4747,22078,253812,59,0,0,7273,2094113,PHP,1,11,4548,56553,78,78,248,463,70,1,0
4885,22720,22751,95388,0,95660,2862680,2386178,C,1,9,7411,114821,17,17,1572,3654,385,1,1
6349,27525,27544,59,0,123309,133,2452712,PHP,1,7,517,1119,23,23,9,24,9,1,1
6413,5092,258789,59,0,917362,345106,2198828,Java,3,386,1051,115523,86,86,571,2038,259,1,0
7514,26320,78249,59,0,174109,37700,3161066,C#,1,7,432,81237,68,68,469,1332,111,1,0
7541,30960,21702,59,0,2504562,12848,3689817,PHP,1,10,1547,62193,102,102,8,16,7,1,0
7640,109,76064,53248,53308,1933356,44934,2818360,Ruby,1,23,269,1018,21,21,118,1063,25,1,0
8107,9565,13886,120,0,0,17363,2906295,Python,11,18,738,2750,20,20,1,0,2,1,1
8131,32558,120498,1662446,69891,1641011,487856,2101800,Java,4,24,11196,89300,0,0,476,384,56,1,1
9126,982,1008,60,0,490281,54361,2429425,Python,4,136,202,262,2,2,14,24,162,1,1
9316,10016,10080,120,0,3311034,2615186,2094066,PHP,12,19,28941,102811,35,35,3475,8477,573,1,1
9751,37416,37448,120,0,163361,120,2855406,JavaScript,1,10,737,55997,14,14,26,105,30,1,1
9793,10367,10429,467137,467257,376061,5803607,2094434,Python,1,21,22228,152845,4401,4401,3623,8976,291,1,1
10659,24579,24581,120,0,815052,599322,2978729,PHP,4,12,427,1244,22,22,438,1560,149,1,1
11002,41273,41619,972409,972529,1094,938144,2095807,C,1,6,5933,197864,109,109,661,1048,144,1,0
